Lead Number,Prospect ID,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
659480,5838c43b-1dad-45ec-b46a-02db261d44b6,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659474,d103d8be-52e8-41aa-850a-6651f10641c6,Landing Page Submission,Google,No,No,0,12.0,809,4.0,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659469,95f1c454-9f9a-40ef-b521-6fc791f103fb,Landing Page Submission,Direct Traffic,No,No,0,2.0,638,2.0,Page Visited on Website,Oman,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,Yes,Modified
659463,e8950460-899c-434f-9a69-3b01e3e4b94c,API,Google,No,No,1,5.0,1196,5.0,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659447,cf98ed96-ea4f-49cd-985e-028b7916a564,Landing Page Submission,Organic Search,No,No,0,6.0,1485,6.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,Yes,Email Opened
659438,1c4f389a-53d9-4c8a-b4f7-7954b4053ebd,API,Google,No,No,0,9.0,125,3.0,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
659437,1cf3a8ad-24b9-4420-a87e-8fd1640174b6,API,Google,No,No,1,3.0,165,3.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659411,d5aa5934-4930-464e-8c9d-f7b2ea2cd3a3,Landing Page Submission,Google,No,No,0,6.0,398,3.0,Olark Chat Conversation,India,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Olark Chat Conversation
659407,1b4da2e7-9a43-4f75-b5ad-ff0ec1edbf17,API,Organic Search,No,No,0,3.0,570,3.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
659395,2b742281-ef6f-49ad-8a44-b3a21c60b945,Landing Page Submission,Organic Search,No,No,1,6.0,895,6.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities of Maharashtra,No,Yes,Email Opened
659371,67bc9f1f-53c0-49be-96f9-1d549f0a8717,Landing Page Submission,Google,No,No,1,4.0,1190,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
659369,46c2bad4-ea26-4507-9378-c488e0c1dd11,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,India,Business Administration,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Email Link Clicked
659366,25b8e642-c1f1-4e49-8557-71d2c78adada,API,Direct Traffic,No,No,0,5.0,1566,5.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,Mumbai,No,No,Modified
659364,1de92462-5b3f-401e-b84f-935bb92898f9,API,Google,No,No,1,5.0,727,5.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,No,No,Email Opened
659357,cb28ce2a-61b5-4a41-aa99-b593c7d2ed81,Landing Page Submission,Google,No,No,0,8.0,652,4.0,Unreachable,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Modified
659345,bb74420f-81a3-40de-8d5c-fa5899b7daba,API,Organic Search,No,No,0,4.0,1248,1.33,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
659334,eecf3981-028f-4a83-9801-afa36545a53c,API,Google,No,No,0,2.0,767,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
659293,cad6cccb-88a4-49bf-b4a0-9ec37e8a176c,API,Referral Sites,No,No,0,10.0,275,3.33,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
659287,5f3d729d-de5a-4056-843e-42d23c973b65,API,Organic Search,No,No,0,3.0,273,3.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Modified
659281,1eb0358a-62e8-4fcb-bd7a-1d8189ebfa21,Landing Page Submission,Google,No,No,0,8.0,277,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
659263,d78841e2-ac17-4986-aaab-ad2796c2a4e6,API,Organic Search,No,No,1,3.0,1207,1.5,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659248,1b1e6ec3-1f21-41e0-a3e9-3ee3aa2b6415,API,Google,No,No,0,2.0,39,1.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659244,80182a5a-1a04-49db-acc7-0a3bbea6b88b,Landing Page Submission,Google,No,No,0,4.0,1638,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Email Opened
659241,46921843-bfc8-443d-96f8-18495891aef6,API,Referral Sites,No,No,0,16.0,53,16.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659238,b2c0f21b-97b3-4d4e-ad9c-9af95f2654f3,Landing Page Submission,Direct Traffic,No,No,0,1.0,127,1.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,No,Yes,Modified
659221,c311a2fd-e180-411d-8eb6-b80f6a8c7c05,Landing Page Submission,Organic Search,Yes,No,0,5.0,100,5.0,Page Visited on Website,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,Yes,Modified
659217,be27249b-9677-4397-8158-f795d95fbfd8,Landing Page Submission,Google,Yes,No,0,4.0,323,4.0,Unsubscribed,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Unsubscribed
659203,2b25a3e9-72a7-43e5-8c54-7e8405cc0ed3,API,Google,No,No,1,2.0,160,1.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659191,68171565-0979-44e9-ac27-992bcca38aa8,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Marketing Management,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Modified
659182,adc01aa8-ee1b-4fc2-9cc7-bf29117241b0,API,Google,No,No,0,1.0,263,1.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
659170,01502bf8-d062-4a90-9119-15597dc4a950,API,Google,No,No,0,2.0,1218,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
659146,73413bd6-e089-4b8f-9359-ad5825101790,Landing Page Submission,Google,No,No,1,5.0,1091,5.0,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,Unreachable
659142,42976847-bdd7-4472-8c0a-5d4489fd20fb,Landing Page Submission,Direct Traffic,No,No,0,4.0,291,4.0,Olark Chat Conversation,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Modified
659141,d76f5ba7-b432-43b5-8dda-aad9fded162e,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Thane & Outskirts,No,No,Modified
659138,cd4c2dd2-0bf1-475a-a0ed-09ffd030dcb7,API,Google,Yes,No,0,1.0,1759,1.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Olark Chat Conversation
659132,8bfdab74-6fe6-4288-8baa-a4223216ec5b,Landing Page Submission,Referral Sites,No,No,0,7.0,41,3.5,Email Opened,India,Services Excellence,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Email Opened
659123,6998487c-062f-4844-967b-4a632b6878d3,Landing Page Submission,Google,No,No,0,5.0,386,5.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Thane & Outskirts,No,No,Modified
659117,a56dc332-499f-4145-ae65-79d9ca8a5fd9,API,Referral Sites,No,No,0,6.0,216,2.0,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
659106,4cc6f35b-bba3-4e7a-90fa-a2a1764a10bb,Landing Page Submission,Google,No,No,1,5.0,1603,5.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,Email Opened
659094,2b5fb07b-5930-4e1f-a1f6-21f8a333ee2c,Landing Page Submission,google,No,No,0,7.0,106,3.5,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,No,Modified
659079,2bfbd79b-c942-4c0f-bed9-704ccf4f4c8e,API,Google,No,No,0,2.0,73,2.0,Unreachable,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Modified
659076,81d95e57-ace1-4cd5-be03-282bc72ffd1e,API,Google,No,No,0,2.0,77,2.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
659074,d23140e8-765b-4a84-9719-35574580cd57,Landing Page Submission,Direct Traffic,No,No,0,3.0,718,3.0,Unreachable,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Modified
659069,b12f165c-f720-46d7-afbc-5ac794cec646,Landing Page Submission,Google,No,No,0,5.0,432,1.67,Olark Chat Conversation,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Olark Chat Conversation
659057,08424302-ffe0-4c2d-be4f-d099f75a3eb5,Landing Page Submission,Google,No,No,0,5.0,232,2.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Other Cities,No,No,Email Opened
659050,1c104d9a-49f9-4daf-a133-15c73efedbd3,Landing Page Submission,Direct Traffic,No,No,0,2.0,702,2.0,Email Opened,India,Hospitality Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,Other Cities,No,Yes,Email Opened
659038,2e314eed-ab56-4594-b12f-2402b355eca6,Landing Page Submission,Organic Search,No,No,1,5.0,614,5.0,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Thane & Outskirts,No,Yes,Unreachable
659036,cf302bc1-ca65-40d3-a354-a7166f68e6e9,Landing Page Submission,Direct Traffic,No,No,1,1.0,1808,1.0,Converted to Lead,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,Thane & Outskirts,No,Yes,Modified
659016,e210e543-584e-42a1-a5ed-7011ced14ef8,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,234,1.0,Email Bounced,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,Mumbai,No,Yes,Modified
659013,95ba6ee3-ebfa-4e88-be00-059e87ec079b,Landing Page Submission,Direct Traffic,No,No,0,3.0,245,3.0,Unreachable,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Thane & Outskirts,No,Yes,Modified
658983,1450cd7f-806e-4bad-be80-652a6022218b,Landing Page Submission,Organic Search,No,No,1,8.0,1268,4.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Email Opened
658976,90e1a6ea-7c76-436c-8a0a-01c632c99343,Landing Page Submission,Google,No,No,0,2.0,56,2.0,Email Bounced,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Modified
658932,48834d26-b7d1-46c6-be16-a27e14f9ff33,API,Referral Sites,No,No,0,4.0,174,2.0,Email Link Clicked,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
658917,068d0803-43ba-45bb-9d32-21d8ec3bebba,Landing Page Submission,Direct Traffic,No,No,0,4.0,1149,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
658888,5c9a62e5-9d75-4088-ac5a-a5f5e0a1a35d,Landing Page Submission,Direct Traffic,No,No,0,2.0,333,2.0,Email Opened,India,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Email Opened
658856,a1ab0aaa-505e-48dc-9be1-5df466c3f14a,API,Organic Search,No,No,0,7.0,471,2.33,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,Email Opened
658852,2d09fce2-eab7-4d6a-b668-eb739cfc5d2d,Landing Page Submission,Direct Traffic,No,No,1,3.0,1010,3.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Metro Cities,No,Yes,Email Opened
658831,0921ad51-b2bc-4abb-bb66-e9357b16c306,API,Olark Chat,No,No,1,10.0,1815,3.33,Had a Phone Conversation,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities of Maharashtra,No,Yes,Had a Phone Conversation
658828,1a95a0ed-5b9b-46d4-8b2c-aff31756523c,Landing Page Submission,Direct Traffic,No,No,0,2.0,47,2.0,Email Link Clicked,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Cities,No,Yes,Email Link Clicked
658826,6402d606-839e-4fbd-b1c1-b50a433814c1,Landing Page Submission,Direct Traffic,No,No,1,3.0,1528,1.5,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Cities,No,Yes,Modified
658793,a732de28-542e-48c4-abe1-af4067853627,Landing Page Submission,Google,No,No,1,6.0,919,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,Email Opened
658779,34f5a0cf-b70f-460e-a4ac-26e892d39666,API,Organic Search,No,No,0,10.0,194,5.0,Email Link Clicked,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,No,Modified
658773,2d366179-1380-4078-a855-74faf409cfc4,API,Organic Search,No,No,0,1.0,1173,1.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Modified
658766,516cef54-19f1-4f7a-93ae-bc739f870903,API,Google,No,No,0,2.0,351,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Mumbai,No,No,Email Opened
658756,ba13e654-406e-4d3f-9fc1-0803087a41eb,Landing Page Submission,Referral Sites,No,No,0,12.0,493,12.0,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,Yes,Email Link Clicked
658744,31479eef-bdb8-45d9-a394-8134ed57256b,Landing Page Submission,Direct Traffic,No,No,0,3.0,381,1.5,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,Yes,Page Visited on Website
658714,e70118b9-8fc8-4810-b665-3551a60813ef,API,Referral Sites,No,No,0,2.0,1944,2.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
658689,ced562dd-a390-4369-b233-04313cc5fa90,Landing Page Submission,Google,No,No,0,5.0,65,5.0,Unreachable,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Thane & Outskirts,No,No,Modified
658686,22296e35-116d-435d-b323-580f066c1d8c,API,Organic Search,No,No,0,7.0,1334,7.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,Yes,Modified
658677,0371849d-b964-4473-b41c-a1a3f56ad1b5,API,Google,No,No,0,7.0,615,7.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Thane & Outskirts,No,No,Modified
658675,70c71ff4-5848-46da-b501-2e9867c46c06,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
658656,608e26ab-09fb-4fcb-a394-570dbed2504d,API,Google,No,No,0,1.0,250,1.0,Email Bounced,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,Mumbai,No,No,Modified
658652,69b83452-22e4-40e1-83f5-a988b69c7f87,Landing Page Submission,Direct Traffic,No,No,0,2.0,383,2.0,Email Link Clicked,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Metro Cities,No,Yes,Email Link Clicked
658634,cd0a852b-0732-44c7-a469-a401b8c66403,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,Email Opened
